Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_13_43,VPWR,li1,25.9900,46.2400,1.799987
FILLER_13_40,VPWR,li1,24.6100,46.2400,1.799987
FILLER_13_37,VPWR,li1,23.2300,46.2400,1.799989
FILLER_13_34,VPWR,li1,21.8500,46.2400,1.799990
FILLER_13_31,VPWR,li1,20.4700,46.2400,1.799990
FILLER_13_28,VPWR,li1,19.0900,46.2400,1.799989
FILLER_13_25,VPWR,li1,17.7100,46.2400,1.799989
FILLER_13_22,VPWR,li1,16.3300,46.2400,1.799988
FILLER_13_3,VPWR,li1,7.3600,46.2400,1.799987
FILLER_12_125,VPWR,li1,63.2500,46.2400,1.799970
FILLER_12_122,VPWR,li1,62.3300,46.2400,1.799970
FILLER_12_112,VPWR,li1,57.5000,46.2400,1.799972
FILLER_12_104,VPWR,li1,53.5900,46.2400,1.799973
FILLER_12_101,VPWR,li1,52.6700,46.2400,1.799973
FILLER_12_98,VPWR,li1,51.2900,46.2400,1.799973
FILLER_12_95,VPWR,li1,49.9100,46.2400,1.799974
FILLER_12_85,VPWR,li1,45.0800,46.2400,1.799976
FILLER_12_76,VPWR,li1,40.7100,46.2400,1.799978
FILLER_12_73,VPWR,li1,39.7900,46.2400,1.799979
FILLER_12_70,VPWR,li1,38.4100,46.2400,1.799979
FILLER_12_67,VPWR,li1,37.0300,46.2400,1.799980
FILLER_12_64,VPWR,li1,35.6500,46.2400,1.799982
FILLER_12_61,VPWR,li1,34.2700,46.2400,1.799982
FILLER_12_58,VPWR,li1,32.8900,46.2400,1.799983
FILLER_12_55,VPWR,li1,31.5100,46.2400,1.799984
FILLER_12_38,VPWR,li1,23.4600,46.2400,1.799989
FILLER_12_35,VPWR,li1,22.3100,46.2400,1.799989
FILLER_12_25,VPWR,li1,17.7100,46.2400,1.799989
FILLER_12_6,VPWR,li1,8.9700,46.2400,1.799987
FILLER_12_3,VPWR,li1,7.5900,46.2400,1.799987
FILLER_11_124,VPWR,li1,63.0200,40.8000,1.799916
FILLER_11_121,VPWR,li1,61.8700,40.8000,1.799916
FILLER_11_113,VPWR,li1,57.9600,40.8000,1.799916
FILLER_11_111,VPWR,li1,56.8100,40.8000,1.799916
FILLER_11_108,VPWR,li1,55.8900,40.8000,1.799916
FILLER_11_105,VPWR,li1,54.5100,40.8000,1.799916
FILLER_11_102,VPWR,li1,53.1300,40.8000,1.799916
FILLER_11_99,VPWR,li1,51.7500,40.8000,1.799916
FILLER_11_60,VPWR,li1,33.5800,40.8000,1.799936
FILLER_11_57,VPWR,li1,32.4300,40.8000,1.799936
FILLER_11_31,VPWR,li1,20.2400,40.8000,1.799966
FILLER_11_28,VPWR,li1,19.0900,40.8000,1.799966
FILLER_10_123,VPWR,li1,62.7900,40.8000,1.799916
FILLER_10_120,VPWR,li1,61.4100,40.8000,1.799916
FILLER_10_94,VPWR,li1,48.9900,40.8000,1.799917
FILLER_10_91,VPWR,li1,48.0700,40.8000,1.799917
FILLER_10_88,VPWR,li1,46.6900,40.8000,1.799917
FILLER_10_85,VPWR,li1,45.3100,40.8000,1.799919
FILLER_10_82,VPWR,li1,43.7000,40.8000,1.799920
FILLER_10_79,VPWR,li1,42.5500,40.8000,1.799920
FILLER_10_76,VPWR,li1,41.1700,40.8000,1.799921
FILLER_10_73,VPWR,li1,39.7900,40.8000,1.799921
FILLER_10_70,VPWR,li1,38.4100,40.8000,1.799923
FILLER_10_67,VPWR,li1,37.0300,40.8000,1.799923
FILLER_10_64,VPWR,li1,35.6500,40.8000,1.799931
FILLER_10_61,VPWR,li1,34.2700,40.8000,1.799931
FILLER_10_58,VPWR,li1,32.8900,40.8000,1.799936
FILLER_10_55,VPWR,li1,31.5100,40.8000,1.799942
FILLER_10_52,VPWR,li1,30.1300,40.8000,1.799942
FILLER_10_32,VPWR,li1,20.4700,40.8000,1.799966
FILLER_10_29,VPWR,li1,19.5500,40.8000,1.799966
FILLER_10_27,VPWR,li1,18.1700,40.8000,1.799965
FILLER_10_24,VPWR,li1,17.2500,40.8000,1.799965
FILLER_10_14,VPWR,li1,12.4200,40.8000,1.799964
FILLER_10_11,VPWR,li1,11.2700,40.8000,1.799964
FILLER_9_109,VPWR,li1,56.3500,35.3600,1.799976
FILLER_9_100,VPWR,li1,51.9800,35.3600,1.799978
FILLER_9_97,VPWR,li1,50.8300,35.3600,1.799978
FILLER_9_94,VPWR,li1,49.4500,35.3600,1.799978
FILLER_9_80,VPWR,li1,42.5500,35.3600,1.799981
FILLER_9_77,VPWR,li1,41.6300,35.3600,1.799981
FILLER_9_74,VPWR,li1,40.2500,35.3600,1.799982
FILLER_9_71,VPWR,li1,38.8700,35.3600,1.799982
FILLER_9_68,VPWR,li1,37.4900,35.3600,1.799983
FILLER_9_65,VPWR,li1,36.1100,35.3600,1.799983
FILLER_9_36,VPWR,li1,22.7700,35.3600,1.799990
FILLER_9_14,VPWR,li1,12.1900,35.3600,1.799987
FILLER_9_11,VPWR,li1,11.2700,35.3600,1.799987
FILLER_8_102,VPWR,li1,53.1300,35.3600,1.799977
FILLER_8_99,VPWR,li1,51.7500,35.3600,1.799978
FILLER_8_96,VPWR,li1,50.3700,35.3600,1.799978
FILLER_8_93,VPWR,li1,48.9900,35.3600,1.799978
FILLER_8_83,VPWR,li1,43.9300,35.3600,1.799980
FILLER_8_68,VPWR,li1,37.4900,35.3600,1.799983
FILLER_8_65,VPWR,li1,36.1100,35.3600,1.799983
FILLER_8_62,VPWR,li1,34.7300,35.3600,1.799984
FILLER_8_59,VPWR,li1,33.3500,35.3600,1.799984
FILLER_8_56,VPWR,li1,31.9700,35.3600,1.799985
FILLER_8_53,VPWR,li1,30.5900,35.3600,1.799986
FILLER_8_50,VPWR,li1,29.2100,35.3600,1.799986
FILLER_8_42,VPWR,li1,25.0700,35.3600,1.799989
FILLER_8_39,VPWR,li1,24.1500,35.3600,1.799989
FILLER_8_32,VPWR,li1,20.7000,35.3600,1.799990
FILLER_8_29,VPWR,li1,19.5500,35.3600,1.799990
FILLER_8_27,VPWR,li1,18.1700,35.3600,1.799989
FILLER_8_24,VPWR,li1,17.2500,35.3600,1.799989
FILLER_8_6,VPWR,li1,8.5100,35.3600,1.799987
FILLER_8_3,VPWR,li1,7.5900,35.3600,1.799987
FILLER_7_132,VPWR,li1,66.7000,29.9200,1.799878
FILLER_7_121,VPWR,li1,61.8700,29.9200,1.799878
FILLER_7_92,VPWR,li1,48.5300,29.9200,1.799880
FILLER_7_57,VPWR,li1,31.9700,29.9200,1.799921
FILLER_7_55,VPWR,li1,31.0500,29.9200,1.799921
FILLER_7_52,VPWR,li1,30.1300,29.9200,1.799927
FILLER_7_49,VPWR,li1,28.7500,29.9200,1.799927
FILLER_7_46,VPWR,li1,27.3700,29.9200,1.799935
FILLER_7_43,VPWR,li1,25.9900,29.9200,1.799935
FILLER_7_40,VPWR,li1,24.6100,29.9200,1.799942
FILLER_7_37,VPWR,li1,23.2300,29.9200,1.799942
FILLER_7_34,VPWR,li1,21.8500,29.9200,1.799955
FILLER_7_31,VPWR,li1,20.4700,29.9200,1.799955
FILLER_7_14,VPWR,li1,12.4200,29.9200,1.799955
FILLER_7_11,VPWR,li1,11.2700,29.9200,1.799955
FILLER_6_121,VPWR,li1,61.6400,29.9200,1.799878
FILLER_6_110,VPWR,li1,56.8100,29.9200,1.799878
FILLER_6_107,VPWR,li1,55.4300,29.9200,1.799878
FILLER_6_85,VPWR,li1,45.0800,29.9200,1.799890
FILLER_6_81,VPWR,li1,43.4700,29.9200,1.799890
FILLER_6_64,VPWR,li1,35.4200,29.9200,1.799910
FILLER_6_61,VPWR,li1,34.2700,29.9200,1.799916
FILLER_6_58,VPWR,li1,32.8900,29.9200,1.799916
FILLER_6_55,VPWR,li1,31.5100,29.9200,1.799921
FILLER_6_52,VPWR,li1,30.1300,29.9200,1.799927
FILLER_6_29,VPWR,li1,19.5500,29.9200,1.799955
FILLER_6_27,VPWR,li1,18.1700,29.9200,1.799955
FILLER_5_120,VPWR,li1,61.4100,24.4800,1.799985
FILLER_5_113,VPWR,li1,57.7300,24.4800,1.799985
FILLER_5_102,VPWR,li1,53.1300,24.4800,1.799985
FILLER_5_99,VPWR,li1,51.7500,24.4800,1.799985
FILLER_5_96,VPWR,li1,50.3700,24.4800,1.799985
FILLER_5_93,VPWR,li1,48.9900,24.4800,1.799985
FILLER_5_84,VPWR,li1,44.8500,24.4800,1.799986
FILLER_5_63,VPWR,li1,34.7300,24.4800,1.799989
FILLER_5_60,VPWR,li1,33.8100,24.4800,1.799990
FILLER_5_57,VPWR,li1,32.4300,24.4800,1.799990
FILLER_5_53,VPWR,li1,30.5900,24.4800,1.799990
FILLER_5_11,VPWR,li1,10.8100,24.4800,1.799992
FILLER_4_126,VPWR,li1,63.9400,24.4800,1.799985
FILLER_4_123,VPWR,li1,62.7900,24.4800,1.799985
FILLER_4_120,VPWR,li1,61.4100,24.4800,1.799985
FILLER_4_117,VPWR,li1,60.0300,24.4800,1.799985
FILLER_4_94,VPWR,li1,49.2200,24.4800,1.799985
FILLER_4_91,VPWR,li1,48.0700,24.4800,1.799985
FILLER_4_88,VPWR,li1,46.6900,24.4800,1.799985
FILLER_4_85,VPWR,li1,45.3100,24.4800,1.799986
FILLER_4_83,VPWR,li1,43.9300,24.4800,1.799986
FILLER_4_80,VPWR,li1,43.0100,24.4800,1.799987
FILLER_4_77,VPWR,li1,41.6300,24.4800,1.799987
FILLER_4_74,VPWR,li1,40.2500,24.4800,1.799987
FILLER_4_56,VPWR,li1,31.9700,24.4800,1.799990
FILLER_4_53,VPWR,li1,30.5900,24.4800,1.799990
FILLER_4_38,VPWR,li1,23.4600,24.4800,1.799993
FILLER_4_35,VPWR,li1,22.3100,24.4800,1.799993
FILLER_4_25,VPWR,li1,17.7100,24.4800,1.799993
FILLER_4_9,VPWR,li1,9.8900,24.4800,1.799992
FILLER_3_126,VPWR,li1,63.9400,19.0400,1.799976
FILLER_3_123,VPWR,li1,62.7900,19.0400,1.799976
FILLER_3_120,VPWR,li1,61.4100,19.0400,1.799976
FILLER_3_111,VPWR,li1,56.8100,19.0400,1.799976
FILLER_3_108,VPWR,li1,55.8900,19.0400,1.799976
FILLER_3_90,VPWR,li1,47.6100,19.0400,1.799977
FILLER_3_87,VPWR,li1,46.2300,19.0400,1.799978
FILLER_3_84,VPWR,li1,44.8500,19.0400,1.799978
FILLER_3_81,VPWR,li1,43.4700,19.0400,1.799978
FILLER_3_57,VPWR,li1,32.4300,19.0400,1.799984
FILLER_3_46,VPWR,li1,27.1400,19.0400,1.799987
FILLER_3_21,VPWR,li1,15.8700,19.0400,1.799991
FILLER_3_18,VPWR,li1,14.4900,19.0400,1.799991
FILLER_3_15,VPWR,li1,13.1100,19.0400,1.799991
FILLER_3_12,VPWR,li1,11.7300,19.0400,1.799991
FILLER_2_125,VPWR,li1,63.7100,19.0400,1.799976
FILLER_2_109,VPWR,li1,56.1200,19.0400,1.799976
FILLER_2_91,VPWR,li1,47.6100,19.0400,1.799977
FILLER_2_88,VPWR,li1,46.6900,19.0400,1.799978
FILLER_2_85,VPWR,li1,45.3100,19.0400,1.799978
FILLER_2_83,VPWR,li1,43.9300,19.0400,1.799978
FILLER_2_55,VPWR,li1,31.5100,19.0400,1.799984
FILLER_2_52,VPWR,li1,30.1300,19.0400,1.799985
FILLER_2_32,VPWR,li1,20.9300,19.0400,1.799991
FILLER_2_29,VPWR,li1,19.5500,19.0400,1.799991
FILLER_2_27,VPWR,li1,18.1700,19.0400,1.799991
FILLER_2_24,VPWR,li1,17.2500,19.0400,1.799991
FILLER_2_21,VPWR,li1,15.8700,19.0400,1.799991
FILLER_2_18,VPWR,li1,14.4900,19.0400,1.799991
FILLER_2_15,VPWR,li1,13.1100,19.0400,1.799991
FILLER_2_12,VPWR,li1,11.7300,19.0400,1.799991
FILLER_2_9,VPWR,li1,10.3500,19.0400,1.799991
FILLER_1_124,VPWR,li1,62.7900,13.6000,1.799978
FILLER_1_121,VPWR,li1,61.8700,13.6000,1.799978
FILLER_1_92,VPWR,li1,48.5300,13.6000,1.799980
FILLER_1_89,VPWR,li1,47.1500,13.6000,1.799980
FILLER_1_86,VPWR,li1,45.7700,13.6000,1.799981
FILLER_1_83,VPWR,li1,44.3900,13.6000,1.799981
FILLER_1_57,VPWR,li1,31.9700,13.6000,1.799985
FILLER_1_46,VPWR,li1,27.3700,13.6000,1.799988
FILLER_1_43,VPWR,li1,25.9900,13.6000,1.799989
FILLER_1_24,VPWR,li1,17.0200,13.6000,1.799991
FILLER_1_21,VPWR,li1,15.8700,13.6000,1.799991
FILLER_1_18,VPWR,li1,14.4900,13.6000,1.799991
FILLER_1_15,VPWR,li1,13.1100,13.6000,1.799991
FILLER_1_12,VPWR,li1,11.7300,13.6000,1.799991
FILLER_0_121,VPWR,li1,61.4100,13.6000,1.799978
FILLER_0_109,VPWR,li1,56.3500,13.6000,1.799978
FILLER_0_100,VPWR,li1,51.7500,13.6000,1.799979
FILLER_0_97,VPWR,li1,50.8300,13.6000,1.799979
FILLER_0_94,VPWR,li1,49.4500,13.6000,1.799980
FILLER_0_91,VPWR,li1,48.0700,13.6000,1.799980
FILLER_0_88,VPWR,li1,46.6900,13.6000,1.799980
FILLER_0_85,VPWR,li1,45.3100,13.6000,1.799981
FILLER_0_75,VPWR,li1,40.2500,13.6000,1.799982
FILLER_0_57,VPWR,li1,32.2000,13.6000,1.799985
FILLER_0_55,VPWR,li1,31.0500,13.6000,1.799987
FILLER_0_38,VPWR,li1,23.2300,13.6000,1.799990
FILLER_0_35,VPWR,li1,22.3100,13.6000,1.799991
FILLER_0_32,VPWR,li1,20.9300,13.6000,1.799991
FILLER_0_29,VPWR,li1,19.5500,13.6000,1.799991
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.799991
FILLER_0_24,VPWR,li1,17.2500,13.6000,1.799991
FILLER_0_21,VPWR,li1,15.8700,13.6000,1.799991
FILLER_0_18,VPWR,li1,14.4900,13.6000,1.799991
hold137,VPWR,li1,41.8600,73.4400,1.799999
hold136,VPWR,li1,58.4200,19.0400,1.799976
hold135,VPWR,li1,38.1800,13.6000,1.799983
hold134,VPWR,li1,14.7200,29.9200,1.799955
hold133,VPWR,li1,11.5000,46.2400,1.799987
hold132,VPWR,li1,47.3800,46.2400,1.799975
hold131,VPWR,li1,58.8800,40.8000,1.799916
hold130,VPWR,li1,38.6400,57.1200,1.799912
hold129,VPWR,li1,14.2600,51.6800,1.799990
hold128,VPWR,li1,37.2600,68.0000,1.799970
hold127,VPWR,li1,29.4400,62.5600,1.799988
hold126,VPWR,li1,37.7200,24.4800,1.799988
hold125,VPWR,li1,12.4200,29.9200,1.799955
hold124,VPWR,li1,54.7400,24.4800,1.799985
hold123,VPWR,li1,46.9200,51.6800,1.799971
hold122,VPWR,li1,28.0600,62.5600,1.799988
hold121,VPWR,li1,63.4800,51.6800,1.799965
hold120,VPWR,li1,42.3200,62.5600,1.799986
hold119,VPWR,li1,59.3400,13.6000,1.799978
hold118,VPWR,li1,34.0400,19.0400,1.799983
hold117,VPWR,li1,51.9800,68.0000,1.799962
hold116,VPWR,li1,16.1000,29.9200,1.799955
hold115,VPWR,li1,14.7200,40.8000,1.799964
hold114,VPWR,li1,59.8000,62.5600,1.799986
hold113,VPWR,li1,24.3800,68.0000,1.799982
hold112,VPWR,li1,28.9800,46.2400,1.799986
hold111,VPWR,li1,40.9400,29.9200,1.799896
hold110,VPWR,li1,24.8400,19.0400,1.799988
hold109,VPWR,li1,59.3400,29.9200,1.799878
hold108,VPWR,li1,46.9200,35.3600,1.799979
hold107,VPWR,li1,33.5800,35.3600,1.799984
hold106,VPWR,li1,20.7000,62.5600,1.799992
hold105,VPWR,li1,63.9400,57.1200,1.799890
hold104,VPWR,li1,29.4400,19.0400,1.799985
hold103,VPWR,li1,64.4000,29.9200,1.799878
clkload1,VPWR,li1,47.3800,51.6800,1.799969
clkload0,VPWR,li1,46.9200,24.4800,1.799985
clkbuf_2_3__f_clk,VPWR,li1,50.6000,57.1200,1.799890
clkbuf_2_2__f_clk,VPWR,li1,26.6800,57.1200,1.799937
clkbuf_2_1__f_clk,VPWR,li1,50.1400,29.9200,1.799880
clkbuf_2_0__f_clk,VPWR,li1,24.8400,29.9200,1.799942
clkbuf_0_clk,VPWR,li1,38.6400,40.8000,1.799923
mips_top,VPWR,li1,10.3500,13.6000,1.799991
fanout37,VPWR,li1,16.1000,62.5600,1.799991
load_slew36,VPWR,li1,33.1200,57.1200,1.799925
fanout35,VPWR,li1,15.6400,57.1200,1.799953
fanout34,VPWR,li1,46.4600,35.3600,1.799979
load_slew33,VPWR,li1,20.2400,46.2400,1.799990
fanout32,VPWR,li1,15.1800,46.2400,1.799988
